,Age,Gender,Occupation
1664,18,1,4
1665,45,0,17
1666,25,0,14
1667,50,0,16
1668,35,0,2
1669,25,1,17
1670,56,1,13
1671,35,0,0
1672,25,0,17
1673,1,0,10
1674,35,0,2
1675,25,1,6
1676,18,0,4
1677,18,0,14
1678,18,1,17
1679,25,0,12
1680,25,0,20
1681,18,0,4
1682,25,0,2
1683,25,1,7
1684,18,0,3
1685,35,0,12
1686,35,0,12
1687,25,0,3
1688,18,1,4
1689,35,0,5
1690,35,0,16
1691,25,1,17
1692,35,0,20
1693,25,0,12
1694,25,0,12
1695,25,0,1
1696,35,0,7
1697,18,1,4
1698,35,0,2
1699,25,1,19
1700,25,0,20
1701,25,1,4
1702,18,0,10
1703,18,0,15
1704,25,0,4
1705,18,1,4
1706,25,0,20
1707,50,0,1
1708,25,0,0
1709,25,0,0
1710,18,0,0
1711,18,1,4
1712,25,0,0
1713,25,0,0
1714,25,0,17
1715,25,0,16
1716,25,0,0
1717,50,1,6
1718,18,0,4
1719,18,0,16
1720,18,0,4
1721,18,0,19
1722,35,0,0
1723,35,0,17
1724,18,0,4
1725,18,0,19
1726,25,0,2
1727,35,0,16
1728,18,0,4
1729,25,0,7
1730,18,1,4
1731,18,1,0
1732,18,0,4
1733,18,0,14
1734,45,0,17
1735,18,0,20
1736,56,0,8
1737,35,0,20
1738,35,0,16
1739,56,0,16
1740,56,0,1
1741,35,0,7
1742,25,0,15
1743,35,0,17
1744,35,0,12
1745,45,0,0
1746,25,0,4
1747,25,0,0
1748,50,0,1
1749,25,0,2
1750,50,0,5
1751,35,0,20
1752,25,0,3
1753,35,0,6
1754,18,0,19
1755,18,1,4
1756,25,1,1
1757,25,0,4
1758,25,1,0
1759,25,0,16
1760,25,1,3
1761,35,0,0
1762,25,0,14
1763,35,0,7
1764,18,0,0
1765,18,0,4
1766,45,1,0
1767,25,0,20
1768,45,0,16
1769,25,0,17
1770,35,0,16
1771,25,0,17
1772,56,0,2
1773,18,0,4
1774,25,0,17
1775,25,0,4
1776,25,0,0
1777,25,0,20
1778,18,0,4
1779,18,0,1
1780,35,0,1
1781,35,1,0
1782,45,0,0
1783,18,0,4
1784,18,0,20
1785,18,0,4
1786,45,0,1
1787,18,0,8
1788,45,0,2
1789,1,0,10
1790,25,0,0
1791,18,0,4
1792,25,1,2
1793,25,0,4
1794,25,0,11
1795,18,0,17
1796,50,0,11
1797,35,0,7
1798,45,0,11
1799,35,0,11
1800,18,0,4
1801,25,1,6
1802,18,0,4
1803,25,0,2
1804,25,0,7
1805,18,0,4
1806,18,0,4
1807,18,0,17
1808,18,1,4
1809,25,1,14
1810,50,0,13
1811,56,0,2
1812,25,1,12
1813,35,1,6
1814,50,0,7
1815,1,0,1
1816,35,1,9
1817,35,0,1
1818,1,0,8
1819,35,1,12
1820,25,0,20
1821,25,0,20
1822,25,1,0
1823,35,1,1
1824,18,1,4
1825,25,0,7
1826,45,0,11
1827,25,1,1
1828,18,0,4
1829,25,0,16
1830,18,0,4
1831,18,0,4
1832,18,1,4
1833,18,0,17
1834,35,0,5
1835,25,0,19
1836,25,0,0
1837,25,0,2
1838,35,0,7
1839,18,0,4
1840,25,0,12
1841,18,0,0
1842,18,0,4
1843,25,0,12
1844,18,1,4
1845,25,0,2
1846,45,0,12
1847,18,0,4
1848,35,0,5
1849,35,0,7
1850,18,0,5
1851,25,0,19
1852,25,0,12
1853,50,0,0
1854,25,0,0
1855,18,0,4
1856,56,0,7
1857,1,0,10
1858,18,1,4
1859,25,1,4
1860,56,0,16
1861,50,0,16
1862,50,0,14
1863,18,0,4
1864,35,0,7
1865,18,1,1
1866,25,0,7
1867,50,0,7
1868,50,0,11
1869,45,0,14
1870,56,0,13
1871,45,1,1
1872,50,0,20
1873,35,0,7
1874,45,0,7
1875,35,0,12
1876,25,0,12
1877,45,1,20
1878,1,0,10
1879,25,0,4
1880,35,0,0
1881,35,0,2
1882,35,0,16
1883,50,1,0
1884,45,0,20
1885,50,0,17
1886,25,0,12
1887,56,0,15
1888,35,0,12
1889,18,0,14
1890,50,0,6
1891,45,0,1
1892,25,0,20
1893,35,1,0
1894,35,1,7
1895,35,0,14
1896,56,0,13
1897,50,1,2
1898,25,0,12
1899,45,1,6
1900,56,0,12
1901,50,0,7
1902,25,0,19
1903,35,0,0
1904,18,0,1
1905,35,1,20
1906,25,1,5
1907,35,0,17
1908,56,0,13
1909,18,0,4
1910,1,0,10
1911,18,1,4
1912,25,0,4
1913,25,0,17
1914,35,1,14
1915,50,0,13
1916,45,0,7
1917,18,0,10
1918,45,1,6
1919,1,0,0
1920,35,1,7
1921,56,0,12
1922,25,1,7
1923,35,0,7
1924,56,1,6
1925,50,0,7
1926,1,1,0
1927,35,0,7
1928,1,0,10
1929,1,1,10
1930,25,0,15
1931,25,0,2
1932,25,0,7
1933,18,0,19
1934,25,0,17
1935,1,0,10
1936,35,0,0
1937,25,0,11
1938,25,1,2
1939,35,1,2
1940,25,0,12
1941,35,0,17
1942,35,0,5
1943,18,0,4
1944,18,1,4
1945,25,0,20
1946,25,0,14
1947,25,0,7
1948,1,0,10
1949,18,0,17
1950,25,0,12
1951,18,1,4
1952,35,0,1
1953,25,1,2
1954,25,0,16
1955,1,0,19
1956,35,0,0
1957,18,1,4
1958,25,1,1
1959,50,1,13
1960,45,0,7
1961,50,1,3
1962,18,1,1
1963,50,1,9
1964,25,1,6
1965,56,0,17
1966,25,0,20
1967,50,0,7
1968,25,0,11
1969,25,1,3
1970,50,0,13
1971,25,1,14
1972,45,0,17
1973,25,0,1
1974,35,0,17
1975,18,0,4
1976,35,0,5
1977,56,0,6
1978,1,0,10
1979,56,0,17
1980,35,0,7
1981,56,0,1
1982,1,0,10
1983,25,0,14
1984,18,0,10
1985,45,0,12
1986,50,0,13
1987,25,0,17
1988,25,1,1
1989,50,0,6
1990,25,0,7
1991,25,0,20
1992,18,0,4
1993,35,0,17
1994,35,0,2
1995,25,0,1
1996,35,0,0
1997,25,0,0
1998,50,1,9
1999,35,1,3
2000,18,0,4
2001,50,0,1
2002,56,1,13
2003,1,0,10
2004,45,0,19
2005,18,0,4
2006,35,0,0
2007,50,0,16
2008,25,0,3
2009,35,1,7
2010,18,0,4
2011,35,1,3
2012,25,0,4
2013,45,0,0
2014,18,0,4
2015,18,0,4
2016,56,1,2
2017,25,0,17
2018,35,0,16
2019,50,0,1
2020,25,0,7
2021,25,0,0
2022,25,0,7
2023,18,0,4
2024,1,0,19
2025,56,0,13
2026,50,0,16
2027,25,1,9
2028,45,0,6
2029,25,1,12
2030,25,0,4
2031,35,0,20
2032,50,0,14
2033,45,1,20
2034,45,1,2
2035,18,1,0
2036,25,1,14
2037,56,0,14
2038,45,1,1
2039,50,0,16
2040,25,1,7
2041,25,1,20
2042,1,0,10
2043,25,0,14
2044,45,1,0
2045,1,1,0
2046,35,0,1
2047,1,0,10
2048,50,0,6
2049,50,1,0
2050,35,1,3
2051,35,0,7
2052,1,0,10
2053,45,0,11
2054,25,0,12
2055,50,0,11
2056,25,0,4
2057,35,0,1
2058,56,1,1
2059,35,0,0
2060,1,0,1
2061,56,0,1
2062,18,0,4
2063,25,0,4
2064,35,0,1
2065,25,0,6
2066,25,1,6
2067,50,0,16
2068,35,1,12
2069,56,0,15
2070,35,1,6
2071,45,0,7
2072,50,1,12
2073,18,1,4
2074,18,0,4
2075,25,1,4
2076,18,0,4
2077,18,0,0
2078,18,0,4
2079,1,0,10
2080,25,0,11
2081,18,0,17
2082,1,0,19
2083,18,0,4
2084,18,0,4
2085,18,0,0
2086,35,0,14
2087,25,0,0
2088,50,0,7
2089,35,0,17
2090,35,0,17
2091,35,1,20
2092,56,0,1
2093,18,0,0
2094,35,0,2
2095,56,0,13
2096,25,1,17
2097,18,0,5
2098,35,0,20
2099,18,1,0
2100,25,1,0
2101,25,0,16
2102,25,0,11
2103,35,0,12
2104,45,0,15
2105,25,0,1
2106,18,1,20
2107,25,0,1
2108,1,0,10
2109,25,0,16
2110,50,0,11
2111,56,0,13
2112,45,1,12
2113,25,0,6
2114,18,0,18
2115,35,0,17
2116,18,0,4
2117,56,0,13
2118,25,0,14
2119,35,0,4
2120,1,0,0
2121,56,0,13
2122,35,0,12
2123,35,1,0
2124,25,0,0
2125,35,0,3
2126,56,0,14
2127,18,0,4
2128,45,1,1
2129,25,0,5
2130,45,0,0
2131,25,0,0
2132,56,0,14
2133,1,1,10
2134,18,0,10
2135,50,0,1
2136,35,0,18
2137,1,1,10
2138,18,1,4
2139,50,1,3
2140,45,0,14
2141,50,1,16
2142,45,1,14
2143,18,0,4
2144,18,0,0
2145,18,0,10
2146,18,0,2
2147,18,1,0
2148,18,1,0
2149,25,0,0
2150,18,1,4
2151,56,0,13
2152,18,0,4
2153,18,0,16
2154,25,0,12
2155,1,1,10
2156,18,0,19
2157,18,1,3
2158,25,0,12
2159,50,1,14
2160,18,1,19
2161,35,1,2
2162,1,1,10
2163,18,0,0
2164,35,0,0
2165,25,0,7
2166,1,0,10
2167,25,1,6
2168,1,0,10
2169,1,0,0
2170,50,1,16
2171,35,0,0
2172,18,0,20
2173,50,0,13
2174,50,0,12
2175,25,0,4
2176,1,0,19
2177,35,1,20
2178,45,0,14
2179,25,1,0
2180,25,0,12
2181,25,0,0
2182,25,1,4
2183,56,1,1
2184,18,0,4
2185,45,0,17
2186,18,0,5
2187,45,0,16
2188,18,1,19
2189,1,0,10
2190,25,1,15
2191,18,0,4
2192,25,1,0
2193,1,0,10
2194,25,0,17
2195,1,0,10
2196,25,0,12
2197,25,1,1
2198,35,1,9
2199,1,0,10
2200,35,0,1
2201,56,0,20
2202,1,1,10
2203,45,0,12
2204,56,0,3
2205,25,1,7
2206,45,0,7
2207,18,0,4
2208,25,0,0
2209,35,0,7
2210,45,0,17
2211,45,0,6
2212,18,0,4
2213,25,1,0
2214,25,1,1
2215,25,1,0
2216,25,1,20
2217,1,0,10
2218,35,0,17
2219,25,0,6
2220,50,1,3
2221,56,0,17
2222,45,1,1
2223,25,0,2
2224,25,0,12
2225,25,0,5
2226,25,1,7
2227,50,0,14
2228,25,0,12
2229,45,0,0
2230,45,1,1
2231,50,0,11
2232,25,0,14
2233,35,1,3
2234,56,0,1
2235,1,0,10
2236,1,0,10
2237,35,1,6
2238,25,1,4
2239,18,0,10
2240,45,0,12
2241,45,0,5
2242,18,0,4
2243,45,0,2
2244,1,0,10
2245,1,0,10
2246,25,0,0
2247,45,0,2
2248,35,1,12
2249,25,0,5
2250,18,0,19
2251,35,0,14
2252,18,1,1
2253,50,1,0
2254,35,0,5
2255,35,1,6
2256,45,1,15
2257,18,1,4
2258,18,1,4
2259,56,1,16
2260,25,1,20
2261,25,0,5
2262,45,0,17
2263,25,0,6
2264,45,1,7
2265,56,0,13
2266,50,1,2
2267,56,1,13
2268,35,1,1
2269,45,1,0
2270,18,0,1
2271,50,0,14
2272,25,0,0
2273,25,0,6
2274,18,0,2
2275,56,0,7
2276,56,0,13
2277,45,1,9
2278,50,0,17
2279,50,0,7
2280,56,0,6
2281,45,0,11
2282,50,0,2
2283,35,0,18
2284,25,0,20
2285,1,1,10
2286,35,0,17
2287,56,0,0
2288,1,0,10
2289,50,1,1
2290,25,0,0
2291,45,0,1
2292,50,0,15
2293,56,1,3
2294,56,0,13
2295,45,0,11
2296,25,1,6
2297,56,0,13
2298,35,0,17
2299,18,1,10
2300,56,0,13
2301,25,1,12
2302,50,0,12
2303,50,0,17
2304,45,0,12
2305,50,0,20
2306,18,1,4
2307,25,0,17
2308,45,1,16
2309,45,1,0
2310,45,0,12
2311,25,1,4
2312,45,0,0
2313,50,1,6
2314,25,1,1
2315,56,0,7
2316,35,0,0
2317,45,1,9
2318,56,0,7
2319,35,0,7
2320,50,1,1
2321,25,0,7
2322,56,1,13
2323,35,0,3
2324,35,0,17
2325,18,1,4
2326,18,0,4
2327,18,0,10
2328,56,0,7
2329,56,1,15
2330,45,0,7
2331,56,0,1
2332,56,0,14
2333,50,0,6
2334,56,1,7
2335,50,0,17
2336,35,0,18
2337,35,0,17
2338,45,0,17
2339,56,1,3
2340,35,0,2
2341,56,0,1
2342,35,0,3
2343,45,1,1
2344,25,0,12
2345,35,0,16
2346,1,1,10
2347,35,0,1
2348,50,0,12
2349,25,0,8
2350,18,0,4
2351,25,1,0
2352,50,0,13
2353,35,1,9
2354,35,0,11
2355,45,1,9
2356,50,1,16
2357,35,1,14
2358,56,1,6
2359,56,0,13
2360,50,0,6
2361,56,0,7
2362,25,0,14
2363,50,0,14
2364,56,1,9
2365,50,0,7
2366,45,1,16
2367,25,1,9
2368,56,1,13
2369,35,0,14
2370,50,0,1
2371,35,1,7
2372,45,1,7
2373,45,0,7
2374,25,0,14
2375,50,1,7
2376,25,0,1
2377,35,0,0
2378,25,0,3
2379,18,0,18
2380,25,0,4
2381,35,1,9
2382,50,0,13
2383,25,1,14
2384,35,0,17
2385,45,1,2
2386,25,1,0
2387,25,0,17
2388,56,0,5
2389,25,0,16
2390,25,1,6
2391,50,0,18
2392,56,1,3
2393,56,0,13
2394,35,0,6
2395,35,0,7
2396,18,1,0
2397,35,1,11
2398,25,0,0
2399,35,0,17
2400,25,1,16
2401,25,0,4
2402,45,0,17
2403,18,0,4
2404,18,0,7
2405,50,0,8
2406,56,1,12
2407,35,0,16
2408,45,1,1
2409,35,1,9
2410,56,0,7
2411,35,1,14
2412,56,0,13
2413,56,1,7
2414,25,0,1
2415,25,0,7
2416,45,0,7
2417,45,0,1
2418,1,1,10
2419,25,0,0
2420,50,0,7
2421,35,0,7
2422,50,1,9
2423,45,1,9
2424,25,0,17
2425,35,1,14
2426,56,0,0
2427,25,1,14
2428,45,0,17
2429,25,0,2
2430,25,0,4
2431,25,1,4
2432,25,0,4
2433,25,0,4
2434,25,0,4
2435,25,0,4
2436,25,0,7
2437,25,0,4
2438,35,0,1
2439,45,0,17
2440,50,0,17
2441,45,1,6
2442,35,0,17
2443,35,1,0
2444,45,1,4
2445,25,0,0
2446,18,0,7
2447,25,0,14
2448,35,0,6
2449,56,0,13
2450,45,0,16
2451,45,0,12
2452,45,0,7
2453,25,0,7
2454,18,0,0
2455,35,0,7
2456,25,0,5
2457,25,0,0
2458,25,0,7
2459,50,0,7
2460,50,1,1
2461,18,0,4
2462,35,0,1
2463,25,0,7
2464,18,1,4
2465,50,0,6
2466,25,0,15
2467,1,0,10
2468,50,0,1
2469,25,0,4
2470,35,0,18
2471,50,0,13
2472,25,0,18
2473,25,0,12
2474,25,0,12
2475,25,1,18
2476,50,0,12
2477,45,0,0
2478,50,0,1
2479,25,1,1
2480,18,1,20
2481,35,0,14
2482,50,1,3
2483,56,0,13
2484,45,0,5
2485,35,0,14
2486,18,0,12
2487,45,0,7
2488,45,1,2
2489,35,1,9
2490,25,0,12
2491,35,0,7
2492,45,1,2
2493,45,0,2
2494,18,0,4
2495,18,1,4
2496,50,0,1
2497,50,1,14
2498,56,0,18
2499,50,0,0
2500,56,0,1
2501,25,0,15
2502,56,0,13
2503,35,0,17
2504,25,0,7
2505,25,0,7
2506,25,1,14
2507,25,0,4
2508,35,1,3
2509,25,0,5
2510,25,0,7
2511,25,0,7
2512,45,1,14
2513,56,0,1
2514,56,0,14
2515,45,0,12
2516,45,1,6
2517,35,1,9
2518,25,0,7
2519,45,1,2
2520,56,1,2
2521,35,0,17
2522,18,0,11
2523,25,0,17
2524,56,1,9
2525,35,1,1
2526,56,0,13
2527,35,0,15
2528,56,0,0
2529,35,1,9
2530,18,0,0
2531,45,1,7
2532,56,1,13
2533,25,1,3
2534,50,1,6
2535,56,1,2
2536,56,0,13
2537,35,0,11
2538,56,0,13
2539,35,0,7
2540,45,1,6
2541,35,1,5
2542,45,1,13
2543,35,1,0
2544,45,0,1
2545,56,0,13
2546,56,1,13
2547,35,1,0
2548,35,1,6
2549,56,0,13
2550,50,0,7
2551,25,0,12
2552,25,1,9
2553,25,0,7
2554,25,0,1
2555,56,0,7
2556,25,0,4
2557,18,1,19
2558,56,0,17
2559,18,0,10
2560,45,1,6
2561,25,0,15
2562,18,0,0
2563,45,0,13
2564,35,1,20
2565,35,0,5
2566,35,0,17
2567,25,0,0
2568,25,0,17
2569,45,0,0
2570,56,1,14
2571,35,0,17
2572,35,0,14
2573,45,0,16
2574,50,0,6
2575,35,0,7
2576,18,0,17
2577,25,0,7
2578,50,0,7
2579,35,0,15
2580,45,1,1
2581,25,0,11
2582,25,1,1
2583,35,0,7
2584,56,1,1
2585,45,0,15
2586,25,0,20
2587,35,0,7
2588,56,1,13
2589,25,0,0
2590,18,0,4
2591,18,0,1
2592,50,0,7
2593,56,0,16
2594,35,0,7
2595,18,0,4
2596,50,0,7
2597,50,1,0
2598,25,0,17
2599,25,0,12
2600,25,0,14
2601,35,0,16
2602,45,0,12
2603,25,0,17
2604,25,0,0
2605,35,0,7
2606,50,0,7
2607,56,1,0
2608,25,1,1
2609,50,1,12
2610,45,0,7
2611,25,0,3
2612,45,1,3
2613,35,0,1
2614,25,0,7
2615,25,0,7
2616,35,0,7
2617,45,1,15
2618,18,1,4
2619,35,0,12
2620,18,0,4
2621,18,0,0
2622,35,1,6
2623,56,0,1
2624,35,1,0
2625,35,0,7
2626,56,0,1
2627,25,0,1
2628,25,1,2
2629,25,0,11
2630,18,1,5
2631,50,1,1
2632,56,0,0
2633,35,1,9
2634,56,0,1
2635,35,0,0
2636,18,0,12
2637,35,1,20
2638,25,0,14
2639,25,1,6
2640,35,0,12
2641,25,0,6
2642,25,0,0
2643,45,0,17
2644,18,0,15
2645,25,0,7
2646,45,0,17
2647,35,1,11
2648,25,0,17
2649,25,0,16
2650,45,0,7
2651,56,0,14
2652,35,0,20
2653,25,0,7
2654,35,1,9
2655,35,0,7
2656,56,0,13
2657,1,1,10
2658,25,0,7
2659,35,0,14
2660,56,0,17
2661,56,0,13
2662,25,0,17
2663,25,1,4
2664,35,0,7
2665,35,0,11
2666,45,0,16
2667,35,1,6
2668,25,1,4
2669,45,0,0
2670,35,0,6
2671,35,1,12
2672,35,0,7
2673,35,0,7
2674,25,0,4
2675,35,0,18
2676,56,0,20
2677,35,1,7
2678,25,0,6
2679,18,1,4
2680,25,0,12
2681,25,1,4
2682,18,0,4
2683,35,0,7
2684,18,1,0
2685,45,0,7
2686,25,0,0
2687,1,0,10
2688,25,0,17
2689,25,0,12
2690,25,0,7
2691,18,0,4
2692,18,1,4
2693,56,0,13
2694,18,0,4
2695,35,0,11
2696,25,0,7
2697,50,1,17
2698,25,1,2
2699,56,1,13
2700,25,0,7
2701,45,0,1
2702,45,0,6
2703,35,0,11
2704,56,0,13
2705,25,0,1
2706,25,1,1
2707,56,0,13
2708,25,0,7
2709,25,1,0
2710,35,0,17
2711,25,1,4
2712,18,1,19
2713,25,0,7
2714,18,0,4
2715,50,1,4
2716,50,1,4
2717,25,0,4
2718,25,1,4
2719,25,0,12
2720,35,0,0
2721,45,0,14
2722,35,0,7
2723,25,1,9
2724,45,1,2
2725,35,0,7
2726,45,0,11
2727,25,0,11
2728,35,0,12
2729,50,0,7
2730,35,0,11
2731,35,0,7
2732,45,0,17
2733,45,0,17
2734,18,1,4
2735,25,0,7
2736,45,0,12
2737,25,0,3
2738,50,1,2
2739,35,1,7
2740,45,0,17
2741,25,0,14
2742,25,0,17
2743,25,0,14
2744,18,0,17
2745,35,1,1
2746,50,0,14
2747,18,1,4
2748,25,0,4
2749,25,0,12
2750,25,1,15
2751,25,1,16
2752,25,0,15
2753,50,1,20
2754,50,0,12
2755,35,0,7
2756,18,0,4
2757,25,0,2
2758,56,0,8
2759,25,0,7
2760,56,0,0
2761,35,0,6
2762,50,0,16
2763,18,1,4
2764,25,0,7
2765,50,0,7
2766,45,0,7
2767,25,0,0
2768,25,0,17
2769,25,0,7
2770,35,0,1
2771,18,0,1
2772,35,0,17
2773,35,0,2
2774,25,0,1
2775,18,1,4
2776,25,0,14
2777,18,0,4
2778,56,0,13
2779,35,0,7
2780,25,0,17
2781,35,0,4
2782,18,1,4
2783,45,0,17
2784,50,0,20
2785,56,0,13
2786,25,0,4
2787,25,0,4
2788,56,0,1
2789,18,0,4
2790,25,0,20
2791,56,0,7
2792,18,0,4
2793,35,0,7
2794,25,0,2
2795,50,0,13
2796,25,0,14
2797,25,1,7
2798,35,0,20
2799,18,0,0
2800,18,1,4
2801,25,1,3
2802,35,0,20
2803,25,0,7
2804,35,1,0
2805,56,0,19
2806,1,0,10
2807,35,1,11
2808,56,0,16
2809,25,0,7
2810,1,1,10
2811,25,0,19
2812,25,0,17
2813,25,0,20
2814,35,0,7
2815,35,0,17
2816,25,0,7
2817,35,0,12
2818,25,0,12
2819,45,0,14
2820,35,1,0
2821,18,0,20
2822,50,0,7
2823,25,0,4
2824,18,0,4
2825,25,1,20
2826,35,0,12
2827,25,0,17
2828,18,0,4
2829,45,0,20
2830,35,0,7
2831,25,0,0
2832,25,0,17
2833,25,0,15
2834,35,0,1
2835,35,0,20
2836,25,0,12
2837,18,0,0
2838,18,0,1
2839,25,0,17
2840,25,0,0
2841,50,0,12
2842,35,0,17
2843,25,1,4
2844,25,0,20
2845,25,0,4
2846,18,1,4
2847,18,0,4
2848,25,0,0
2849,45,0,11
2850,18,0,20
2851,25,1,7
2852,25,0,12
2853,1,0,1
2854,18,1,4
2855,25,0,4
2856,35,0,11
2857,25,0,0
2858,1,1,10
2859,18,0,1
2860,35,0,17
2861,25,0,15
2862,45,0,7
2863,25,1,2
2864,35,1,3
2865,25,1,6
2866,25,0,7
2867,45,0,17
2868,35,0,12
2869,50,0,17
2870,50,0,18
2871,25,1,14
2872,25,0,20
2873,18,1,4
2874,35,1,20
2875,25,0,2
2876,25,0,17
2877,35,0,1
2878,50,1,20
2879,18,0,4
2880,18,0,12
2881,25,1,12
2882,18,0,20
2883,18,0,20
2884,50,1,3
2885,18,1,1
2886,18,0,4
2887,25,0,3
2888,25,0,14
2889,35,0,3
2890,35,0,7
2891,18,1,4
2892,25,0,4
2893,25,0,1
2894,18,0,4
2895,25,0,11
2896,18,0,14
2897,25,0,5
2898,18,0,4
2899,35,0,14
2900,18,0,12
2901,25,0,17
2902,25,0,12
2903,25,0,16
2904,25,0,4
2905,35,0,17
2906,35,0,19
2907,35,1,5
2908,18,0,2
2909,25,0,7
2910,1,0,19
2911,25,1,4
2912,18,1,4
2913,35,1,20
2914,25,0,4
2915,25,0,7
2916,45,0,2
2917,25,0,0
2918,25,0,12
2919,18,0,17
2920,25,0,2
2921,50,0,1
2922,25,0,17
2923,35,0,12
2924,18,1,4
2925,25,1,4
2926,18,1,2
2927,25,0,12
2928,25,0,2
2929,18,0,2
2930,50,0,17
2931,18,0,4
2932,25,0,12
2933,35,0,11
2934,35,1,20
2935,25,0,0
2936,18,1,4
2937,18,1,4
2938,25,1,0
2939,25,1,15
2940,25,0,0
2941,35,0,12
2942,50,1,1
2943,35,0,12
2944,18,1,4
2945,35,1,17
2946,35,0,16
2947,25,1,0
2948,18,0,14
2949,25,0,17
2950,18,0,0
2951,35,1,14
2952,25,0,4
2953,25,0,20
2954,18,0,2
2955,35,0,14
2956,25,0,12
2957,18,0,4
2958,25,0,7
2959,35,0,17
2960,18,0,4
2961,50,0,17
2962,35,0,3
2963,18,1,4
2964,25,0,17
2965,35,1,4
2966,25,1,4
2967,25,0,0
2968,18,1,0
2969,25,0,7
2970,18,0,4
2971,25,0,4
2972,25,0,4
2973,18,1,4
2974,18,0,4
2975,35,0,11
2976,18,0,20
2977,18,1,4
2978,35,0,20
2979,35,0,2
2980,45,0,7
2981,45,0,6
2982,25,0,4
2983,18,0,4
2984,25,0,4
2985,18,0,4
2986,25,0,4
2987,18,0,4
2988,18,1,6
2989,35,0,12
2990,35,0,12
2991,50,0,1
2992,18,0,4
2993,18,0,19
2994,35,0,5
2995,25,0,15
2996,18,0,0
2997,35,1,16
2998,25,1,1
2999,25,0,7
3000,25,0,4
3001,18,0,4
3002,45,0,11
3003,18,0,15
3004,18,1,4
3005,25,0,17
3006,18,0,4
3007,35,0,0
3008,18,0,4
3009,35,1,3
3010,25,0,12
3011,25,0,1
3012,25,0,12
3013,45,0,17
3014,35,0,7
3015,56,0,6
3016,18,0,12
3017,35,1,9
3018,35,0,0
3019,50,0,12
3020,35,1,7
3021,45,1,15
3022,25,0,17
3023,25,1,7
3024,35,0,17
3025,35,1,0
3026,18,1,4
3027,18,0,4
3028,1,0,10
3029,18,0,4
3030,35,0,1
3031,18,0,4
3032,25,0,0
3033,18,0,4
3034,18,1,1
3035,25,1,7
3036,56,0,13
3037,25,1,2
3038,35,1,2
3039,50,1,3
3040,25,0,8
3041,25,0,4
3042,56,0,1
3043,18,0,2
3044,35,0,16
3045,45,0,1
3046,1,0,4
3047,25,1,4
3048,18,0,2
3049,50,1,0
3050,35,0,12
3051,18,0,17
3052,35,0,12
3053,25,1,3
3054,18,0,4
3055,25,1,3
3056,25,0,18
3057,25,1,12
3058,18,0,12
3059,35,0,0
3060,35,1,1
3061,45,0,2
3062,18,0,4
3063,18,0,4
3064,35,0,17
3065,18,1,4
3066,18,0,4
3067,25,1,0
3068,35,1,9
3069,18,0,4
3070,18,1,4
3071,25,0,1
3072,50,0,1
3073,25,0,0
3074,25,0,0
3075,25,1,11
3076,35,0,17
3077,18,0,4
3078,35,1,1
3079,25,1,1
3080,25,0,20
3081,25,0,7
3082,35,1,6
3083,50,1,0
3084,25,0,16
3085,25,0,4
3086,18,0,12
3087,1,1,1
3088,25,1,4
3089,45,0,16
3090,25,0,2
3091,25,1,0
3092,35,0,15
3093,45,1,20
3094,35,0,0
3095,25,1,3
3096,45,1,3
3097,25,1,5
3098,25,0,4
3099,25,0,17
3100,25,1,6
3101,18,0,15
3102,25,0,12
3103,25,0,20
3104,18,0,17
3105,35,0,12
3106,25,0,0
3107,25,0,17
3108,50,0,6
3109,25,1,11
3110,25,0,0
3111,18,0,4
3112,18,0,12
3113,25,0,10
3114,18,0,5
3115,35,0,17
3116,25,0,12
3117,35,0,0
3118,25,0,0
3119,45,0,1
3120,18,0,4
3121,25,0,2
3122,25,1,7
3123,25,0,2
3124,25,0,12
3125,25,0,7
3126,25,0,2
3127,25,1,0
3128,18,0,2
3129,25,0,7
3130,25,0,7
3131,25,1,2
3132,35,0,7
3133,18,0,4
3134,18,0,4
3135,25,0,15
3136,25,1,4
3137,25,0,11
3138,35,0,17
3139,56,0,13
3140,25,1,4
3141,25,0,14
3142,25,0,20
3143,50,1,16
3144,25,1,7
3145,18,0,4
3146,25,0,0
3147,25,0,14
3148,18,0,20
3149,18,0,4
3150,25,1,3
3151,25,1,0
3152,18,0,4
3153,25,1,4
3154,25,1,4
3155,25,0,7
3156,35,0,7
3157,25,0,12
3158,25,0,15
3159,25,1,15
3160,25,0,17
3161,25,0,7
3162,25,0,1
3163,18,0,15
3164,18,0,12
3165,35,0,7
3166,18,0,4
3167,25,0,2
3168,35,1,5
3169,50,0,0
3170,25,0,0
3171,50,1,3
3172,18,0,12
3173,25,0,12
3174,18,1,14
3175,35,0,16
3176,25,0,17
3177,25,1,6
3178,35,1,5
3179,18,1,20
3180,25,0,14
3181,25,0,12
3182,25,0,12
3183,50,0,7
3184,25,1,18
3185,18,0,7
3186,50,0,1
3187,35,0,12
3188,56,0,13
3189,25,0,16
3190,1,0,17
3191,25,0,12
3192,18,0,4
3193,25,0,0
3194,25,0,15
3195,18,0,4
3196,18,1,4
3197,18,1,14
3198,25,0,12
3199,18,0,0
3200,25,1,1
3201,45,0,7
3202,18,1,4
3203,35,0,0
3204,45,0,16
3205,35,1,16
3206,18,0,20
3207,35,0,7
3208,25,0,14
3209,25,0,0
3210,45,1,0
3211,50,0,16
3212,25,1,17
3213,25,1,1
3214,56,1,7
3215,50,1,13
3216,35,0,1
3217,35,1,0
