,0,1,2,3,4,5,6
874,75,82,82,79,85,93,86
875,87,90,89,83,82,82,78
876,73,82,82,84,82,85,84
877,88,87,79,79,88,95,82
878,86,84,84,90,95,85,81
879,86,90,79,92,80,90,84
880,87,92,73,92,82,84,87
881,83,73,88,90,88,84,87
882,73,82,82,84,82,85,84
883,86,84,84,90,95,85,81
884,73,82,82,84,82,85,84
885,73,82,82,84,82,85,84
886,87,88,84,80,87,87,84
887,96,77,86,91,90,85,84
888,87,84,84,89,96,87,80
889,87,84,84,89,96,87,80
890,96,79,82,84,81,86,82
891,74,80,86,90,92,85,84
892,86,91,79,93,80,91,83
893,86,91,79,93,80,91,83
894,95,79,82,85,80,85,83
895,86,91,79,93,80,91,83
896,96,77,86,90,91,86,83
897,74,86,81,92,78,90,87
898,83,75,84,85,78,84,86
899,95,80,83,86,79,85,79
900,96,82,86,99,85,90,87
901,73,80,87,89,93,84,83
902,86,87,79,86,84,87,80
903,87,84,84,89,96,87,80
904,96,77,86,91,90,85,84
905,96,77,86,91,90,85,84
906,75,82,81,80,84,92,85
907,87,86,79,83,86,87,80
908,76,84,85,76,87,96,89
909,73,80,87,89,93,84,83
910,95,79,82,85,80,85,83
911,86,87,79,85,85,86,80
912,73,82,82,84,82,85,84
913,74,89,82,92,77,88,96
914,87,86,88,86,97,88,86
915,73,82,82,84,82,85,84
916,95,79,82,85,80,85,83
917,87,88,84,97,90,90,84
918,86,90,79,92,80,90,84
919,87,89,83,98,90,90,84
920,87,89,83,98,90,91,84
921,86,84,84,90,95,85,81
922,96,81,86,98,86,89,87
923,95,79,82,85,80,85,83
924,96,79,82,84,81,86,82
925,96,77,86,91,90,85,84
926,96,77,86,91,90,85,84
927,87,86,79,83,86,87,80
928,83,75,84,85,78,84,86
929,88,92,92,79,84,84,82
930,87,88,83,81,87,88,85
931,86,88,80,86,83,87,75
932,74,80,86,90,92,85,84
933,73,82,82,84,82,85,84
934,96,77,86,90,91,86,83
935,82,75,85,85,78,84,85
936,95,79,82,85,80,85,83
937,73,82,82,84,82,85,84
938,73,82,82,84,82,85,84
939,86,87,79,85,85,86,80
940,95,79,82,85,80,85,83
941,96,81,86,81,82,87,88
942,73,82,82,84,82,85,84
943,73,82,82,84,82,85,84
944,95,79,82,85,80,85,83
945,74,80,86,90,92,85,84
946,73,82,82,84,82,85,84
947,95,80,82,86,80,86,83
948,73,82,82,84,82,85,84
949,73,83,82,85,81,86,79
950,73,82,82,84,82,85,84
951,73,83,82,85,81,86,79
952,87,86,79,83,86,87,80
953,86,86,80,84,85,86,80
954,86,90,79,92,80,90,84
955,73,82,82,84,82,85,84
956,86,86,80,84,85,86,80
957,88,91,75,83,87,77,92
958,88,91,98,85,94,83,82
959,83,75,84,85,78,84,86
960,73,82,82,84,82,85,84
961,73,82,82,84,82,85,84
962,73,82,82,84,82,85,84
963,74,80,86,90,92,85,84
964,96,79,82,84,81,86,82
965,86,85,85,89,95,85,80
966,86,87,79,85,85,86,80
967,73,82,82,84,82,85,84
968,73,82,83,84,83,84,83
969,87,90,89,83,82,82,78
970,73,82,82,84,82,85,84
971,73,82,82,84,82,85,84
972,86,84,84,90,95,85,81
973,83,75,84,85,78,84,86
974,86,87,78,84,86,86,77
975,88,88,83,77,89,95,87
976,74,80,86,90,92,85,84
977,83,75,84,85,78,84,86
978,73,82,82,84,82,85,84
979,88,96,92,87,79,89,86
980,73,82,83,84,83,84,83
981,86,90,79,92,80,90,84
982,73,82,82,84,82,85,84
983,73,82,82,84,82,85,84
984,74,86,91,83,80,81,80
985,74,86,81,92,78,90,87
986,87,91,89,84,81,82,73
987,86,87,80,85,83,86,76
988,86,87,80,85,83,86,76
989,95,79,82,85,80,85,83
990,95,79,82,85,80,85,83
991,74,86,81,92,78,90,87
992,87,95,88,91,78,87,81
993,97,79,82,81,82,91,85
994,73,82,82,84,82,85,84
995,97,80,81,81,83,91,84
996,86,86,80,84,85,86,80
997,89,89,83,76,89,96,87
998,97,79,82,81,82,91,85
999,97,81,85,77,84,94,89
1000,75,82,81,80,84,92,85
1001,75,82,81,80,84,92,85
1002,84,75,84,81,80,91,88
1003,88,88,83,77,89,95,87
1004,97,79,82,81,82,91,85
1005,88,88,83,77,89,95,87
1006,96,80,81,82,82,92,84
1007,89,91,84,75,89,93,96
1008,95,79,82,85,80,85,83
1009,97,79,82,81,82,91,85
1010,88,87,78,78,89,97,81
1011,88,87,79,79,88,95,82
1012,88,87,78,78,89,97,81
1013,88,87,79,79,88,95,82
1014,75,82,81,80,84,92,85
1015,73,82,82,84,82,85,84
1016,97,79,81,80,83,93,84
1017,88,87,78,78,89,97,81
1018,89,89,82,74,91,99,86
1019,89,88,83,76,90,96,86
1020,88,87,78,78,89,97,81
1021,88,87,79,79,88,95,82
1022,86,87,80,85,83,86,76
1023,87,86,79,83,86,87,80
1024,87,95,88,91,78,87,81
1025,88,97,89,90,78,84,90
1026,73,82,82,84,82,85,84
1027,86,87,78,84,86,86,77
1028,73,82,82,84,82,85,84
1029,73,82,82,84,82,85,84
1030,95,79,82,85,80,85,83
1031,74,80,86,90,92,85,84
1032,73,82,82,84,82,85,84
1033,83,75,84,85,78,84,86
1034,74,80,86,90,92,85,84
1035,87,95,88,91,78,87,81
1036,88,92,92,79,84,84,82
1037,74,82,80,84,83,85,80
1038,73,82,82,84,82,85,84
1039,73,82,82,84,82,85,84
1040,73,83,82,85,81,86,79
1041,73,82,82,84,82,85,84
1042,86,90,79,92,80,90,84
1043,73,82,82,84,82,85,84
1044,96,77,86,90,91,86,83
1045,73,82,82,84,82,85,84
1046,74,80,86,90,92,85,84
1047,83,75,84,85,78,84,86
1048,73,83,82,85,81,86,79
1049,73,82,82,84,82,85,84
1050,73,82,82,84,82,85,84
1051,97,80,81,80,84,94,84
1052,86,87,79,85,85,86,80
1053,96,77,86,90,91,86,83
1054,96,77,86,90,91,86,83
1055,86,87,80,86,83,86,75
1056,86,91,79,92,80,91,83
1057,87,88,83,81,87,88,85
1058,86,85,85,89,95,85,80
1059,98,82,86,76,85,95,90
1060,95,79,82,85,80,85,83
1061,86,90,79,92,80,90,84
1062,96,82,83,84,80,83,92
1063,95,79,83,85,81,84,82
1064,95,79,82,85,80,85,83
1065,95,79,82,85,80,85,83
1066,96,79,82,84,81,86,82
1067,73,82,82,84,82,85,84
1068,96,79,82,84,81,86,82
1069,73,83,82,85,81,86,79
1070,74,84,85,81,84,88,88
1071,86,91,79,93,80,91,83
1072,87,86,79,83,86,87,80
1073,87,84,84,89,96,87,80
1074,86,91,80,93,79,91,79
1075,73,82,83,84,83,84,83
1076,95,79,82,85,80,85,83
1077,86,91,79,93,80,91,83
1078,74,82,81,83,83,87,83
1079,73,80,87,89,93,84,83
1080,73,82,82,84,82,85,84
1081,73,82,82,84,82,85,84
1082,76,85,83,78,85,90,95
1083,95,79,82,85,80,85,83
1084,73,82,82,84,82,85,84
1085,87,89,93,89,92,81,79
1086,87,89,93,89,92,81,79
1087,87,90,89,83,82,82,78
1088,73,82,82,84,82,85,84
1089,73,82,82,84,82,85,84
1090,87,88,74,84,87,79,83
1091,86,87,78,84,86,86,77
1092,95,79,82,85,80,85,83
1093,86,87,78,84,86,86,77
1094,73,82,82,84,82,85,84
1095,87,90,89,83,82,82,78
1096,86,87,78,84,86,86,77
1097,74,86,91,83,80,81,81
1098,95,79,82,85,80,85,83
1099,73,82,82,84,82,85,84
1100,83,75,84,85,78,84,86
1101,73,82,82,84,82,85,84
1102,73,82,82,84,82,85,84
1103,87,88,83,80,87,88,84
1104,73,82,82,84,82,85,84
1105,73,82,82,84,82,85,84
1106,73,82,82,84,82,85,84
1107,86,87,78,84,86,86,77
1108,86,87,78,84,86,86,77
1109,73,82,82,84,82,85,84
1110,95,79,82,85,80,85,83
1111,96,79,82,84,81,86,84
1112,89,99,93,86,79,87,95
1113,87,88,74,84,87,79,83
1114,89,99,93,86,79,87,95
1115,87,88,74,84,87,79,83
1116,73,82,82,84,82,85,84
1117,73,82,82,84,82,85,84
1118,83,75,84,85,78,84,86
1119,74,86,91,83,80,81,81
1120,95,79,82,85,80,85,83
1121,95,79,82,85,80,85,83
1122,86,84,84,90,95,85,81
1123,86,87,78,84,86,86,77
1124,73,82,82,84,82,85,84
1125,73,82,82,84,82,85,84
1126,73,82,82,84,82,85,84
1127,73,82,82,84,82,85,84
1128,95,79,82,85,80,85,83
1129,86,87,78,84,86,86,77
1130,86,87,78,84,86,86,77
1131,83,75,84,85,78,84,86
1132,86,87,78,84,86,86,77
1133,96,80,81,84,82,88,83
1134,74,82,80,84,83,85,80
1135,73,82,82,84,82,85,84
1136,96,84,81,91,77,93,86
1137,86,91,80,93,78,91,79
1138,86,87,79,85,85,86,80
1139,86,87,79,85,85,86,80
1140,73,82,82,84,82,85,84
1141,73,82,82,84,82,85,84
1142,73,82,82,84,82,85,84
1143,95,79,82,85,80,85,83
1144,86,84,84,90,95,85,81
1145,95,79,82,85,80,85,83
1146,73,82,82,84,82,85,84
1147,95,79,82,85,80,85,83
1148,73,82,82,84,82,85,84
1149,73,82,82,84,82,85,84
1150,74,86,81,92,78,90,87
1151,95,79,82,85,80,85,83
1152,95,79,82,85,80,85,83
1153,87,88,74,84,87,79,83
1154,86,87,78,84,86,86,77
1155,87,90,89,83,82,82,78
1156,95,79,82,85,80,85,83
1157,83,73,88,90,88,84,87
1158,73,82,82,84,82,85,84
1159,95,79,82,85,80,85,83
1160,96,82,83,84,80,83,92
1161,73,82,82,84,82,85,84
1162,73,82,82,84,82,85,84
1163,73,82,83,84,83,84,83
1164,73,83,82,85,80,86,79
1165,95,79,82,85,80,85,83
1166,87,90,89,83,82,82,78
1167,73,80,87,89,93,84,83
1168,95,79,83,85,81,84,82
1169,73,82,82,84,82,85,84
1170,73,82,82,84,82,85,84
1171,73,82,82,84,82,85,84
1172,96,77,86,91,90,85,84
1173,86,87,78,84,86,86,77
1174,73,82,82,84,82,85,84
1175,86,87,78,84,86,86,77
1176,86,87,78,84,86,86,77
1177,73,82,82,84,82,85,84
1178,95,79,82,85,80,85,83
1179,76,91,96,78,82,81,94
1180,97,83,99,86,90,83,86
1181,88,92,92,79,84,84,82
1182,87,89,81,83,85,83,89
1183,87,97,90,89,78,84,89
1184,87,91,89,83,82,82,77
1185,95,79,82,85,80,85,83
1186,73,82,82,84,82,85,84
1187,87,88,84,80,87,87,84
1188,89,98,89,84,81,93,90
1189,87,89,81,83,85,83,89
1190,73,82,82,84,82,85,84
1191,73,82,83,84,83,84,83
1192,86,86,80,84,85,86,80
1193,89,93,99,84,94,81,91
1194,83,73,88,90,88,84,87
1195,86,91,79,93,80,91,83
1196,73,83,82,85,81,86,79
1197,89,99,83,90,79,78,93
1198,99,90,90,79,81,75,97
1199,87,86,88,86,97,88,86
1200,73,82,83,84,83,84,83
1201,87,95,88,91,78,87,81
1202,87,92,73,92,82,84,87
1203,97,83,91,83,79,83,80
1204,74,87,91,84,78,82,77
1205,74,86,92,83,80,81,80
1206,96,80,81,84,82,88,83
1207,73,82,83,84,83,84,83
1208,73,82,82,84,82,85,84
1209,96,77,86,91,90,85,84
1210,73,87,82,93,76,90,82
1211,73,82,82,84,82,85,84
1212,96,77,86,91,90,85,84
1213,73,82,82,84,82,85,84
1214,87,89,80,84,85,84,89
1215,74,86,92,83,80,81,80
1216,95,80,83,86,79,85,79
1217,95,79,82,85,80,85,83
1218,83,75,84,85,78,84,86
1219,73,82,82,84,82,85,84
1220,95,79,82,85,80,85,83
1221,88,97,89,90,78,84,90
1222,96,81,76,85,82,79,86
1223,74,86,92,83,80,81,80
1224,83,75,84,85,78,84,86
1225,83,73,88,90,88,84,87
1226,73,82,82,84,82,85,84
1227,73,82,82,84,82,85,84
1228,74,80,86,90,92,85,84
1229,86,91,80,93,78,91,79
1230,86,90,79,92,80,90,84
1231,73,82,83,84,83,84,83
1232,73,82,82,84,82,85,84
1233,86,91,79,93,80,92,83
1234,74,84,83,83,82,83,93
1235,87,88,83,81,87,88,85
1236,96,81,76,85,82,79,86
1237,95,79,83,85,81,84,82
1238,95,79,82,85,80,85,83
1239,87,88,74,84,87,79,83
1240,84,77,88,81,80,87,91
1241,86,91,80,93,78,91,79
1242,98,87,89,80,81,77,88
1243,87,88,84,80,87,87,84
1244,73,82,83,84,83,84,83
1245,75,89,94,97,85,87,85
1246,96,77,86,91,90,85,84
1247,86,86,80,84,85,86,80
1248,86,91,79,92,80,91,83
1249,73,82,82,84,82,85,84
1250,95,84,81,94,75,91,86
1251,96,82,83,84,80,83,92
1252,73,82,82,84,82,85,84
1253,73,82,83,84,83,84,83
1254,83,75,84,85,78,84,86
1255,89,95,83,86,83,93,97
1256,88,92,92,79,84,84,82
1257,83,75,84,85,78,84,86
1258,75,84,95,88,90,81,82
1259,96,81,76,85,82,79,86
1260,83,75,84,85,78,84,86
1261,73,82,82,84,82,85,84
1262,95,79,82,85,80,85,83
1263,88,87,78,78,89,97,81
1264,86,86,80,84,85,86,80
1265,86,87,79,86,84,87,80
1266,95,79,82,85,80,85,83
1267,74,80,86,90,92,85,84
1268,75,88,94,79,82,84,86
1269,83,75,84,84,79,86,86
1270,86,87,79,83,86,85,76
1271,74,80,86,90,92,85,84
1272,88,92,92,79,84,84,82
1273,95,79,82,85,80,85,83
1274,73,82,82,84,82,85,84
1275,95,79,83,85,81,84,82
1276,73,82,82,84,82,85,84
1277,74,80,86,90,92,85,84
1278,95,79,82,85,80,85,83
1279,73,82,82,83,84,86,82
1280,73,82,83,84,83,84,83
1281,73,82,82,84,82,85,84
1282,87,89,81,83,85,83,89
1283,73,82,82,84,82,85,84
1284,87,88,83,81,87,88,85
1285,96,84,91,84,78,81,80
1286,73,82,82,84,82,85,84
1287,74,84,83,83,82,83,93
1288,96,77,86,91,90,85,84
1289,95,79,82,85,80,85,83
1290,74,80,86,90,92,85,84
1291,86,87,78,84,86,86,77
1292,95,79,82,85,80,85,83
1293,73,82,82,84,82,85,84
1294,86,87,80,85,83,86,76
1295,86,84,84,90,95,85,81
1296,86,87,78,84,86,86,77
1297,73,82,82,84,82,85,84
1298,95,79,82,85,80,85,83
1299,83,75,84,85,78,84,86
1300,86,87,78,84,86,86,77
1301,89,99,83,90,79,78,93
1302,87,88,74,84,87,79,83
1303,87,88,74,84,87,79,83
1304,87,88,74,84,87,79,83
1305,87,88,74,84,87,79,83
1306,87,88,74,84,87,79,83
1307,87,88,74,84,87,79,83
1308,87,88,74,84,87,79,83
1309,87,88,74,84,87,79,83
1310,87,88,74,84,87,79,83
1311,96,81,76,85,82,79,86
1312,87,88,74,84,87,79,83
1313,87,92,73,92,82,84,87
1314,87,88,74,84,87,79,83
1315,88,91,75,83,87,77,92
1316,88,93,83,83,84,75,81
1317,87,88,74,84,87,79,83
1318,87,88,74,84,87,79,83
1319,88,86,78,90,97,79,84
1320,87,88,74,84,87,79,83
1321,87,88,74,84,87,79,83
1322,87,88,74,84,87,79,83
1323,86,90,79,92,80,90,84
1324,86,91,79,92,80,91,83
1325,87,88,74,84,87,79,83
1326,87,88,74,84,87,79,83
1327,87,88,74,84,87,79,83
1328,87,88,74,84,87,79,83
1329,87,88,74,84,87,79,83
1330,87,88,74,84,87,79,83
1331,73,82,82,84,82,85,84
1332,86,91,80,93,79,91,79
1333,96,77,86,91,90,85,84
1334,73,82,82,84,82,85,84
1335,87,92,73,92,82,84,87
1336,89,95,93,78,84,82,91
1337,74,80,86,90,92,85,84
1338,74,86,81,92,78,90,87
1339,97,81,85,77,84,94,89
1340,73,82,82,84,82,85,84
1341,86,87,78,84,86,86,77
1342,73,82,82,84,82,85,84
1343,73,82,82,84,82,85,84
1344,87,90,89,83,82,82,78
1345,73,82,82,84,82,85,84
1346,73,82,82,84,82,85,84
1347,97,79,82,81,82,91,85
1348,73,82,82,84,82,85,84
1349,74,86,81,92,78,90,87
1350,87,95,88,91,78,87,81
1351,89,95,93,78,84,82,91
1352,89,95,93,78,84,82,91
1353,89,95,93,78,84,82,91
1354,89,95,93,78,84,82,91
1355,89,95,93,78,84,82,91
1356,89,95,93,78,84,82,91
1357,97,86,95,81,78,84,81
1358,96,84,91,84,78,81,80
1359,96,84,91,84,78,81,80
1360,96,77,86,90,91,86,83
1361,96,77,86,90,91,86,83
1362,74,86,91,83,80,81,81
1363,88,93,90,82,82,79,87
1364,73,82,82,84,82,85,84
1365,87,90,89,83,82,82,78
1366,86,86,80,84,85,86,80
1367,88,93,83,83,84,75,81
1368,88,93,83,83,84,75,81
1369,88,93,83,83,84,75,81
1370,95,79,82,85,80,85,83
1371,96,86,93,82,78,78,88
1372,83,75,84,85,78,84,86
1373,74,80,86,90,92,85,84
1374,95,79,82,85,80,85,83
1375,83,75,84,85,78,84,86
1376,74,85,83,84,81,83,88
1377,73,82,82,84,82,85,84
1378,86,85,85,89,95,85,80
1379,73,82,82,84,82,85,84
1380,73,82,82,84,82,85,84
1381,73,82,82,84,82,85,84
1382,73,83,82,85,81,86,79
1383,96,80,81,84,82,88,83
1384,73,82,82,84,82,85,84
1385,87,92,73,92,82,84,87
1386,87,89,94,88,92,81,78
1387,96,77,86,91,90,85,84
1388,83,75,84,85,78,84,86
1389,73,82,82,84,82,85,84
1390,73,82,82,84,82,85,84
1391,73,82,82,84,82,85,84
1392,95,79,82,85,80,85,83
1393,73,81,87,91,91,85,80
1394,74,82,81,83,83,87,83
1395,73,82,82,84,82,85,84
1396,73,82,82,84,82,85,84
1397,86,87,78,84,86,86,77
1398,86,87,78,84,86,86,77
1399,86,91,79,93,80,91,83
1400,73,82,82,84,82,85,84
1401,87,90,89,83,82,82,78
1402,95,79,82,85,80,85,83
1403,87,87,79,80,87,92,82
1404,86,90,79,92,80,90,84
1405,73,82,82,84,82,85,84
1406,87,90,89,83,82,82,78
1407,86,90,79,92,80,90,84
1408,96,83,91,84,78,81,80
1409,87,90,89,83,82,82,78
1410,96,81,76,85,82,79,86
1411,87,90,89,83,82,82,78
1412,95,79,82,85,80,85,83
1413,73,82,82,84,82,85,84
1414,87,95,88,91,78,87,81
1415,95,79,82,85,80,85,83
1416,95,79,82,85,80,85,83
1417,96,77,86,91,90,85,84
1418,73,82,82,84,82,85,84
1419,86,87,78,84,86,86,77
1420,95,79,82,85,80,85,83
1421,95,79,83,85,81,84,82
1422,95,79,82,85,80,85,83
1423,86,87,80,85,83,86,76
1424,86,87,78,84,86,86,77
1425,95,79,82,85,80,85,83
1426,86,87,81,84,85,85,79
1427,96,77,86,91,90,85,84
1428,95,79,82,85,80,85,83
1429,96,77,86,91,90,85,84
1430,95,79,82,85,80,85,83
1431,96,77,86,91,90,85,84
1432,86,84,84,90,95,85,81
1433,86,91,79,93,80,91,83
1434,96,80,81,82,82,92,84
1435,95,79,82,85,80,85,83
1436,86,87,78,84,86,86,77
1437,96,77,86,91,90,85,84
1438,86,87,79,85,85,86,80
1439,73,82,82,84,82,85,84
1440,73,83,82,85,81,86,79
1441,83,75,84,85,78,84,86
1442,96,77,86,91,90,85,84
1443,86,87,78,84,86,86,77
1444,73,82,82,84,82,85,84
1445,86,91,80,93,79,91,79
1446,83,80,94,85,74,81,79
1447,97,79,82,81,82,91,85
1448,86,84,84,90,95,85,81
1449,83,75,84,85,78,84,86
1450,86,84,84,90,95,85,81
1451,87,93,93,96,88,86,82
1452,74,90,90,90,75,86,84
1453,83,75,84,85,78,84,86
1454,74,86,81,92,78,90,87
1455,86,87,79,85,85,86,80
1456,95,79,82,85,80,85,83
1457,73,82,82,84,82,85,84
1458,74,82,81,83,83,87,83
1459,74,90,91,90,75,85,83
1460,88,87,78,78,89,97,81
1461,95,79,82,85,80,85,83
1462,86,84,84,90,95,85,81
1463,95,79,82,85,80,85,83
1464,89,93,92,75,86,91,84
1465,74,80,86,90,92,85,84
1466,87,90,89,83,82,82,78
1467,74,80,86,90,92,85,84
1468,88,96,92,87,79,89,86
1469,95,80,83,86,79,85,79
1470,86,87,80,85,83,86,76
1471,86,84,84,90,95,85,81
1472,95,79,82,85,80,85,83
1473,73,82,82,84,82,85,84
1474,73,82,83,84,83,84,83
1475,73,82,82,84,82,85,84
1476,73,82,82,84,82,85,84
1477,73,82,82,84,82,85,84
1478,95,79,82,85,80,85,83
1479,95,79,82,85,80,85,83
1480,86,84,84,90,95,85,81
1481,74,86,81,92,78,90,87
1482,95,79,82,85,80,85,83
1483,95,79,82,85,80,85,83
1484,87,95,88,91,78,87,81
1485,73,82,82,84,82,85,84
1486,86,84,84,90,95,85,81
1487,73,82,82,84,82,85,84
1488,87,89,94,89,91,82,74
1489,73,82,82,84,82,85,84
1490,89,93,92,74,87,92,85
1491,95,79,82,85,80,85,83
1492,88,93,90,82,82,79,87
1493,95,79,82,85,80,85,83
1494,73,82,82,84,82,85,84
1495,73,82,82,84,82,85,84
1496,95,79,82,85,80,85,83
1497,73,82,82,84,82,85,84
1498,73,82,82,84,82,85,84
1499,74,80,86,90,92,85,84
1500,95,79,82,85,80,85,83
1501,88,88,83,77,89,95,87
1502,95,80,83,86,79,85,79
1503,96,77,86,91,90,85,84
1504,83,73,88,90,88,84,87
1505,73,82,82,84,82,85,84
1506,89,99,93,86,79,87,95
1507,73,82,82,84,82,85,84
1508,95,79,82,85,80,85,83
1509,75,82,81,80,84,92,85
1510,73,82,82,84,82,85,84
1511,74,80,86,90,92,85,84
1512,96,77,86,91,90,85,84
1513,76,84,85,77,86,94,90
1514,88,96,92,87,79,89,86
1515,95,79,82,85,80,85,83
1516,74,80,86,90,92,85,84
1517,73,82,82,84,82,85,84
1518,87,93,93,96,88,86,82
1519,73,82,82,84,82,85,84
1520,95,79,82,85,80,85,83
1521,73,82,82,84,82,85,84
1522,95,79,82,85,80,85,83
1523,87,93,93,80,82,85,78
1524,73,82,82,84,82,85,84
1525,96,77,86,91,90,85,84
1526,95,83,82,93,76,90,86
1527,98,82,84,75,86,98,88
1528,73,82,82,84,82,85,84
1529,73,83,82,86,80,86,79
1530,96,77,86,91,90,85,84
1531,87,89,81,83,85,83,89
1532,96,77,86,91,90,85,84
1533,73,82,82,84,82,85,84
1534,88,97,89,90,78,84,90
1535,86,84,84,90,95,85,81
1536,73,82,82,84,82,85,84
1537,73,82,82,84,82,85,84
1538,86,87,80,85,83,86,76
1539,73,82,82,84,82,85,84
1540,98,88,96,79,80,81,94
1541,95,79,82,85,80,85,83
1542,88,88,83,77,89,95,87
1543,88,87,80,79,87,93,83
1544,74,84,83,83,82,83,93
1545,95,79,82,85,80,85,83
1546,74,86,92,83,80,81,80
1547,88,92,92,79,84,84,82
1548,97,79,82,81,82,91,85
1549,73,83,82,86,80,86,79
1550,88,97,89,91,77,85,90
1551,89,99,93,86,79,87,95
1552,97,79,82,81,82,91,85
1553,96,77,86,91,90,85,84
1554,73,82,82,84,82,85,84
1555,76,84,85,77,86,94,90
1556,73,82,82,84,82,85,84
1557,87,93,92,97,87,87,82
1558,73,87,82,93,76,90,82
1559,87,90,89,83,82,82,78
1560,74,80,86,90,92,85,84
1561,73,83,82,85,80,86,79
1562,95,79,82,85,80,85,83
1563,87,93,80,91,80,88,93
1564,96,83,91,84,78,81,80
1565,87,86,88,86,97,88,86
1566,88,92,92,79,84,84,82
1567,87,95,88,91,78,87,81
1568,73,82,82,84,82,85,84
1569,87,95,88,91,78,87,81
1570,73,82,82,84,82,85,84
1571,95,79,82,85,80,85,83
1572,73,82,82,84,82,85,84
1573,95,79,82,85,80,85,83
1574,87,92,83,88,82,93,88
1575,87,95,89,90,78,86,80
1576,86,92,79,94,78,92,78
1577,73,82,83,84,83,84,83
1578,73,87,82,93,76,90,82
1579,73,82,82,84,82,85,84
1580,83,75,84,85,78,84,86
1581,87,88,74,84,87,79,83
1582,73,82,82,84,82,85,84
1583,86,91,79,93,80,91,83
1584,74,90,90,90,75,86,84
1585,87,92,89,85,80,83,73
1586,73,82,82,84,82,85,84
1587,96,77,86,91,90,85,84
1588,83,75,84,85,78,84,86
1589,86,90,79,92,80,90,84
1590,96,77,86,91,90,85,84
1591,73,82,82,84,82,85,84
1592,73,82,82,84,82,85,84
1593,87,95,88,91,78,87,81
1594,74,80,86,90,92,85,84
1595,95,79,82,85,80,85,83
1596,95,79,82,85,80,85,83
1597,83,75,84,85,78,84,86
1598,74,80,86,90,92,85,84
1599,87,93,73,93,82,85,86
1600,87,93,74,94,80,85,82
1601,95,79,82,85,80,85,83
1602,86,91,80,93,79,91,79
1603,83,79,84,92,73,89,90
1604,86,87,78,84,86,86,77
1605,73,82,82,84,82,85,84
1606,73,82,82,84,82,85,84
1607,86,87,78,84,86,86,77
1608,74,88,82,91,78,88,96
1609,75,82,82,79,85,93,86
1610,87,88,74,84,87,79,83
1611,86,84,84,90,95,85,81
1612,86,87,78,84,86,86,77
1613,87,88,84,97,90,90,84
1614,73,82,82,84,82,85,84
1615,73,82,82,84,82,85,84
1616,86,90,79,92,80,90,84
1617,86,87,80,85,83,86,76
1618,95,79,82,85,80,85,83
1619,73,82,82,84,82,85,84
1620,95,79,82,85,80,85,83
1621,86,84,84,90,95,85,81
1622,74,86,91,83,80,81,81
1623,73,82,82,84,82,85,84
1624,86,84,84,90,95,85,81
1625,73,82,83,84,83,84,83
1626,86,87,80,85,83,86,76
1627,73,82,82,84,82,85,84
1628,73,82,82,84,82,85,84
1629,74,84,86,97,88,90,88
1630,86,91,80,93,79,91,79
1631,88,95,94,78,84,81,90
1632,95,79,82,85,80,85,83
1633,73,82,82,84,82,85,84
1634,95,79,82,85,80,85,83
1635,74,80,86,90,92,85,84
1636,88,92,92,79,84,84,82
1637,73,82,82,84,82,85,84
1638,74,84,86,97,88,90,88
1639,86,84,84,90,95,85,81
1640,86,84,84,90,95,85,81
1641,86,91,80,93,79,91,79
1642,87,95,88,91,78,87,81
1643,88,87,78,78,89,97,81
1644,95,80,82,86,80,86,83
1645,89,95,84,82,84,73,90
1646,88,91,75,83,87,77,92
1647,73,82,82,84,82,85,84
1648,73,82,82,84,82,85,84
1649,73,82,82,84,82,85,84
1650,73,82,83,84,83,84,83
1651,86,87,80,85,83,86,76
1652,95,79,82,85,80,85,83
1653,73,82,82,84,82,85,84
1654,83,75,84,85,78,84,86
1655,97,80,82,80,83,92,85
1656,95,79,82,85,80,85,83
1657,73,82,82,84,82,85,84
1658,73,82,82,84,82,85,84
1659,73,82,82,84,82,85,84
1660,97,79,82,81,82,91,85
1661,73,82,82,84,82,85,84
1662,86,90,79,92,80,90,84
1663,73,82,82,84,82,85,84
1664,82,76,84,87,76,86,81
1665,97,79,82,81,82,91,85
1666,86,84,84,90,95,85,81
1667,86,90,79,92,80,90,84
1668,73,82,82,84,82,85,84
1669,87,92,73,92,82,84,87
1670,86,90,79,92,80,90,84
1671,73,82,82,84,82,85,84
1672,89,95,93,78,84,82,91
1673,74,80,86,90,92,85,84
1674,87,93,93,96,88,86,82
1675,83,75,84,85,78,84,86
1676,73,82,82,84,82,85,84
1677,73,82,82,84,82,85,84
1678,73,82,82,84,82,85,84
1679,73,82,82,84,82,85,84
1680,73,82,82,84,82,85,84
1681,73,83,82,85,81,86,79
1682,73,82,82,84,82,85,84
1683,95,79,82,85,80,85,83
1684,95,84,82,94,74,91,82
1685,74,80,86,90,92,85,84
1686,83,75,84,85,78,84,86
1687,74,80,86,90,92,85,84
1688,95,79,82,85,80,85,83
1689,88,91,88,79,84,88,79
1690,74,86,91,83,80,81,81
1691,73,82,82,84,82,85,84
1692,86,87,80,85,83,86,76
1693,86,87,78,84,86,86,77
1694,88,96,92,87,79,89,86
1695,95,79,82,85,80,85,83
1696,83,75,84,85,78,84,86
1697,87,93,80,91,80,88,92
1698,86,84,84,90,95,85,81
1699,89,91,84,75,89,93,96
1700,87,95,88,91,78,87,81
1701,95,79,82,85,80,85,83
1702,87,95,88,92,77,87,81
1703,86,84,84,90,95,85,81
